[04:41:01] Deploy loop started
/usr/lib/python3/dist-packages/requests/__init__.py:109: RequestsDependencyWarning: urllib3 (2.6.3) or chardet (5.1.0)/charset_normalizer (3.0.1) doesn't match a supported version!
  warnings.warn(
[04:43:03] Deploy loop starting...
[00:02:29] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:03:41] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:04:54] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:06:08] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:07:20] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:08:32] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:09:46] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:10:59] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:12:11] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:13:23] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:14:36] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:15:49] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:17:02] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:18:12] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:19:24] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:20:38] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:21:51] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:23:04] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:24:16] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:25:29] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:26:41] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:27:52] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:29:04] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:30:22] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:31:34] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:32:46] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:33:56] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:35:16] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:36:28] ✅ Deployed to dktrenchbot.pages.dev
/usr/lib/python3/dist-packages/requests/__init__.py:109: RequestsDependencyWarning: urllib3 (2.6.3) or chardet (5.1.0)/charset_normalizer (3.0.1) doesn't match a supported version!
  warnings.warn(
[00:48:10] Deploy loop starting...
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:48:23] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:49:33] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:50:45] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:51:57] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[00:53:10] ✅ Deployed to dktrenchbot.pages.dev
Generated 161 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 152, 'wins': 97, 'losses': 55, 'win_rate': 63.8, 'total_pnl_xrp': 139.4613, 'open_count': 8}
[00:54:22] ✅ Deployed to dktrenchbot.pages.dev
Generated 161 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 152, 'wins': 97, 'losses': 55, 'win_rate': 63.8, 'total_pnl_xrp': 139.4613, 'open_count': 8}
[00:55:35] ✅ Deployed to dktrenchbot.pages.dev
Generated 161 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 152, 'wins': 97, 'losses': 55, 'win_rate': 63.8, 'total_pnl_xrp': 139.4613, 'open_count': 8}
[00:56:48] ✅ Deployed to dktrenchbot.pages.dev
Generated 161 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 152, 'wins': 97, 'losses': 55, 'win_rate': 63.8, 'total_pnl_xrp': 139.4613, 'open_count': 8}
[00:57:58] ✅ Deployed to dktrenchbot.pages.dev
Generated 161 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 152, 'wins': 97, 'losses': 55, 'win_rate': 63.8, 'total_pnl_xrp': 139.4613, 'open_count': 8}
[00:59:08] ✅ Deployed to dktrenchbot.pages.dev
Generated 161 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 152, 'wins': 97, 'losses': 55, 'win_rate': 63.8, 'total_pnl_xrp': 139.4613, 'open_count': 8}
[01:00:26] ✅ Deployed to dktrenchbot.pages.dev
Generated 162 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 153, 'wins': 97, 'losses': 56, 'win_rate': 63.4, 'total_pnl_xrp': 138.2598, 'open_count': 8}
[01:01:37] ✅ Deployed to dktrenchbot.pages.dev
Generated 162 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 153, 'wins': 97, 'losses': 56, 'win_rate': 63.4, 'total_pnl_xrp': 138.2598, 'open_count': 8}
[01:02:50] ✅ Deployed to dktrenchbot.pages.dev
Generated 162 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 153, 'wins': 97, 'losses': 56, 'win_rate': 63.4, 'total_pnl_xrp': 138.2598, 'open_count': 8}
[01:03:59] ✅ Deployed to dktrenchbot.pages.dev
Generated 162 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 153, 'wins': 97, 'losses': 56, 'win_rate': 63.4, 'total_pnl_xrp': 138.2598, 'open_count': 8}
[01:05:16] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:06:28] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:07:41] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:08:54] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:10:13] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:11:24] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:12:36] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:13:50] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:15:06] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:16:18] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:17:31] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:18:45] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:20:27] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:21:39] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:22:51] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:24:03] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:25:17] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:26:27] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:27:39] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:28:51] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:30:06] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:31:18] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:32:30] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:33:43] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:34:56] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:36:06] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:37:19] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:38:29] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:39:39] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:40:49] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:42:00] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:43:13] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:44:25] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:45:39] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:46:51] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:48:02] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:49:15] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:50:27] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:51:40] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:52:50] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:53:59] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:55:15] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:56:28] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:57:40] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[01:58:53] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:00:17] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:01:33] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:02:46] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:03:58] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:05:17] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:06:29] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:07:44] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:08:56] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:10:14] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:11:27] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:12:39] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:13:51] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:15:06] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:16:19] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:17:31] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:18:44] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:19:56] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:21:09] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:22:20] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:23:33] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:24:48] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:26:02] ✅ Deployed to dktrenchbot.pages.dev
tx_history gen error: '<' not supported between instances of 'str' and 'float'
[02:27:14] ✅ Deployed to dktrenchbot.pages.dev
